GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,TRBL_BGA,BLCK_GRPA,C_CITYA,TRUSTA,RES_ONLYA,AIANHHA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GV5001,GV5002,GV5003,GV5004,GV5005,GV5006,GV5007,GV5008,GV5009,GV5010,GV5011,GV5012,GV5013,GV5014,GV5015,GV5016,GV5017,GV5018,GV5019,GV5020,GV5021,GV5022,GV5023,GV5024,GV5025,GV5026,GV5027,GV5028,GV5029,GV5030,GV5031,GV5032,GV5033,GV5034,GV5035,GV5036,GV5037,GV5038,GV5039,GV5040,GV5041,GV5042,GV5043,GV5044,GV5045,GV5046,GV5047,GV5048,GV5049,GV5050,GV5051,GV5052,GV5053,GV5054,GV5055,GV5056,GV5057,GV5058,GV5059,GV5060,GV5061,GV5062,GV5063,GV5064,GV5065,GV5066,GV5067,GV5068,GV5069,GV5070,GV5071
"G4600390","2000","2","4","South Dakota","46","Deuel","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Deuel County",0,0,0,0,0,0,0,0,0,0,47,0,0,0,2,0,0,0,0,45,2,163,216,0,286,0,4,12,72,14,2154,4,0,0,0,2,0,261,0,12,0,2,5,0,0,0,0,1430,6,73,0,0,7,26,37,34,0,0,2,0,0,1,175,25,0,0,107,7,0,0,100
"G4600410","2000","2","4","South Dakota","46","Dewey","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dewey County",0,0,0,0,0,0,0,0,5,0,0,0,12,10,0,0,0,0,0,11,3,47,69,0,60,0,0,9,63,11,933,0,0,0,3,0,0,271,0,15,0,0,0,0,0,0,0,201,2,32,0,2,47,0,6,15,0,0,0,0,0,5,79,0,0,0,21,2,0,0,4259
"G4600430","2000","2","4","South Dakota","46","Douglas","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Douglas County",0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,105,0,18,1215,0,108,0,0,13,47,0,1489,2,0,0,8,0,0,215,0,15,0,0,2,0,0,0,0,130,2,19,7,0,31,6,20,5,0,0,0,0,0,0,65,7,0,0,74,5,0,0,57
"G4600450","2000","2","4","South Dakota","46","Edmunds","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Edmunds County",0,0,0,0,0,0,0,0,2,0,11,0,2,0,10,0,0,2,0,72,2,33,63,0,210,0,0,10,87,15,2599,22,9,0,7,0,0,195,0,6,0,0,3,0,0,0,0,346,17,66,0,0,420,32,9,32,0,0,0,0,0,0,104,24,0,14,162,58,0,0,35
"G4600470","2000","2","4","South Dakota","46","Fall River","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fall River County",0,0,7,0,17,10,0,0,16,11,7,0,0,0,13,0,0,0,0,109,16,166,231,0,992,0,9,14,266,74,2646,0,2,0,0,0,0,827,0,88,0,5,11,0,0,0,9,775,18,189,10,0,58,13,126,172,0,5,0,6,0,0,311,40,0,0,262,63,0,0,810
"G4600490","2000","2","4","South Dakota","46","Faulk","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Faulk County",0,0,0,0,18,0,0,0,2,3,0,0,6,0,2,0,0,0,0,31,3,54,74,0,156,0,0,4,49,3,1436,0,3,0,0,0,0,170,8,11,0,0,6,0,0,0,0,179,15,6,0,0,63,2,15,15,0,0,0,0,0,0,80,11,0,8,127,17,0,0,48
"G4600510","2000","2","4","South Dakota","46","Grant","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grant County",0,0,0,0,5,0,0,0,32,0,10,0,14,0,0,0,0,0,0,79,3,143,344,0,379,0,22,15,229,85,4158,0,0,0,12,0,0,530,0,55,3,0,1,0,0,0,12,1630,8,214,0,2,90,31,49,43,6,0,0,1,0,0,569,53,0,5,358,17,0,0,190
"G4600530","2000","2","4","South Dakota","46","Gregory","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gregory County",0,0,0,0,7,0,0,0,6,0,8,0,7,0,6,0,0,0,0,422,45,102,135,0,397,0,0,1,75,15,2196,0,0,0,6,0,0,459,0,11,0,0,17,0,0,0,0,295,5,34,0,0,76,3,35,31,0,0,0,0,0,2,171,12,0,3,216,13,2,0,358
"G4600550","2000","2","4","South Dakota","46","Haakon","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Haakon County",0,0,0,0,0,0,0,0,0,3,8,0,6,0,2,0,0,0,0,60,10,33,75,0,202,0,18,2,46,20,721,0,0,0,18,0,0,327,0,18,7,0,0,0,0,0,0,420,0,34,0,0,4,6,44,5,0,0,0,0,0,0,60,17,0,6,102,27,0,0,112
"G4600570","2000","2","4","South Dakota","46","Hamlin","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hamlin County",0,0,0,0,20,0,0,0,5,0,8,0,2,0,0,0,0,0,0,56,5,182,363,0,394,0,15,736,83,24,1862,0,0,0,10,0,0,391,0,37,2,0,38,0,0,0,2,1350,4,68,2,2,41,63,37,31,0,0,0,4,0,2,277,11,0,0,353,6,0,0,137
"G4600590","2000","2","4","South Dakota","46","Hand","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hand County",0,0,0,0,18,0,0,0,6,0,8,0,2,0,6,0,0,2,0,73,13,53,114,0,380,0,11,8,73,15,1777,0,0,0,2,0,0,484,0,6,0,0,0,0,0,0,0,293,14,27,3,0,102,8,33,63,1,0,0,0,0,0,80,75,0,0,166,18,0,0,51
"G4600610","2000","2","4","South Dakota","46","Hanson","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hanson County",0,0,0,0,2,0,0,0,0,2,2,0,0,0,4,0,0,0,0,31,9,65,109,0,155,0,8,17,60,29,1828,0,0,0,8,2,0,330,0,9,0,0,44,0,0,0,0,186,4,38,2,0,18,5,13,36,0,0,2,0,0,2,76,9,0,3,120,7,0,0,31
"G4600630","2000","2","4","South Dakota","46","Harding","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Harding County",0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,0,1,0,0,19,2,25,14,0,148,0,2,52,60,13,440,0,0,0,0,0,0,147,0,22,0,0,6,0,0,0,0,408,0,25,0,0,5,2,14,29,0,0,0,1,0,0,94,2,0,0,156,0,0,3,41
"G4600650","2000","2","4","South Dakota","46","Hughes","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hughes County",0,0,0,0,22,0,0,0,3,0,62,0,6,0,15,0,14,0,0,472,45,506,420,0,1373,0,24,33,594,109,6647,6,0,0,35,0,0,1926,0,101,0,10,36,0,0,7,5,2242,0,200,12,0,169,79,234,297,0,0,0,0,0,18,551,112,0,0,591,109,0,10,1673
"G4600670","2000","2","4","South Dakota","46","Hutchinson","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hutchinson County",0,0,0,0,0,0,0,0,51,2,7,0,1,0,18,0,0,2,0,167,9,141,270,2,157,0,0,13,95,10,5140,14,28,0,31,0,0,295,0,30,0,0,2,0,0,0,0,433,4,29,10,0,265,23,23,55,0,0,0,0,6,0,90,95,0,50,442,18,0,0,170
"G4600690","2000","2","4","South Dakota","46","Hyde","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hyde County",0,0,0,0,17,0,0,0,0,0,2,0,2,0,0,0,0,0,0,84,2,34,58,0,162,0,16,0,36,10,629,0,0,0,4,0,0,223,0,22,0,0,0,0,0,0,0,217,0,12,0,0,17,4,18,27,2,0,0,0,0,0,28,0,0,2,107,0,0,0,123
"G4600710","2000","2","4","South Dakota","46","Jackson","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,50,0,40,116,0,215,0,4,1,45,17,538,0,0,0,2,0,0,217,0,13,0,0,0,0,0,0,1,97,0,26,0,0,5,10,26,19,0,0,0,0,0,12,44,0,0,0,101,16,0,0,1386
"G4600730","2000","2","4","South Dakota","46","Jerauld","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jerauld County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,17,97,79,0,176,0,13,6,65,8,1051,0,0,0,0,0,0,173,0,3,0,0,4,0,0,0,0,257,9,8,0,0,13,4,28,17,0,0,2,0,0,0,94,7,0,0,143,5,0,0,59
"G4600750","2000","2","4","South Dakota","46","Jones","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jones County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,33,61,0,140,0,8,0,40,9,475,0,0,0,3,0,0,101,0,2,2,0,0,0,0,0,0,162,0,11,0,0,11,9,15,2,0,0,1,0,0,0,40,12,0,0,76,2,0,0,30
"G4600770","2000","2","4","South Dakota","46","Kingsbury","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kingsbury County",0,0,0,0,0,0,0,0,18,0,25,7,4,0,2,0,0,0,0,59,4,654,303,0,417,0,6,29,122,20,2360,0,0,0,13,0,0,574,0,12,0,8,3,0,0,0,1,1453,11,54,0,0,40,45,40,64,2,2,2,0,0,0,274,15,2,0,348,22,0,2,140
"G4600790","2000","2","4","South Dakota","46","Lake","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lake County",0,0,0,0,59,0,0,0,18,0,21,0,0,0,18,0,0,8,0,136,29,387,575,0,726,0,29,24,288,55,5129,4,0,0,0,8,0,1129,0,88,0,0,56,0,0,0,2,2474,2,106,0,0,111,29,80,113,0,5,1,0,0,0,421,188,0,0,642,108,2,0,426
"G4600810","2000","2","4","South Dakota","46","Lawrence","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrence County",0,0,0,0,22,0,0,0,55,0,8,9,44,3,19,0,0,22,0,357,35,528,757,1,2679,0,128,428,923,201,7896,11,7,0,33,0,4,2696,0,401,4,6,22,10,34,0,40,2696,11,401,10,20,327,139,282,282,25,43,0,2,0,15,973,104,0,48,797,102,6,40,1352
"G4600830","2000","2","4","South Dakota","46","Lincoln","083",,,,,,,,,,,,,"7760","9999","9999",,,,,,,,"Lincoln County",3,0,0,0,27,0,13,0,20,0,43,0,110,0,14,0,0,0,0,272,50,798,2046,10,1522,0,67,21,722,111,11154,0,41,0,17,11,0,2872,0,161,13,13,29,0,0,0,42,5820,4,244,0,0,120,180,190,164,12,22,0,9,0,51,1211,188,0,31,891,159,2,10,722
"G4600850","2000","2","4","South Dakota","46","Lyman","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lyman County",0,0,0,0,10,0,0,0,2,0,0,0,4,0,1,0,0,0,0,181,5,46,106,0,204,0,23,0,103,24,1069,0,0,0,0,0,0,292,0,4,0,0,0,0,0,0,0,454,0,32,0,0,9,12,42,40,0,0,0,0,0,2,108,9,0,0,135,12,0,0,1224
"G4600870","2000","2","4","South Dakota","46","McCook","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McCook County",0,0,0,0,0,0,0,0,3,0,9,2,3,0,0,0,2,0,0,63,10,165,358,0,281,0,10,3,122,44,3112,0,1,0,5,0,0,661,0,40,0,0,21,0,0,0,0,625,8,50,4,0,35,11,65,55,0,0,0,0,0,0,301,8,0,0,327,16,0,0,176
"G4600890","2000","2","4","South Dakota","46","McPherson","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McPherson County",0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,0,1,0,18,32,0,108,0,9,13,32,4,1752,13,4,0,2,0,0,111,0,5,0,0,0,0,0,0,0,136,8,38,0,0,461,11,8,7,0,0,0,0,0,0,40,4,0,7,121,10,0,0,21
"G4600910","2000","2","4","South Dakota","46","Marshall","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",0,0,0,0,4,0,0,0,45,0,17,0,4,0,0,0,5,0,0,114,1,89,123,0,228,0,12,3,87,20,1899,0,1,0,14,0,0,292,0,23,0,0,3,2,0,0,0,1604,5,72,3,0,52,15,37,29,2,0,4,0,0,4,283,2,0,21,108,33,4,4,372
"G4600930","2000","2","4","South Dakota","46","Meade","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Meade County",13,0,0,0,108,0,0,17,25,7,12,14,55,0,33,0,30,0,0,377,28,454,903,14,2365,0,104,269,631,196,8805,3,18,0,31,0,8,3457,0,530,0,30,25,0,0,0,2,2737,14,509,78,25,165,248,489,367,7,14,17,28,0,11,857,65,4,20,1493,248,21,35,2460
"G4600950","2000","2","4","South Dakota","46","Mellette","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mellette County",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,12,55,0,160,0,0,1,48,0,430,0,2,0,0,6,0,172,0,10,0,0,0,0,0,0,0,63,3,3,0,0,10,0,7,22,0,0,0,0,0,0,60,0,0,0,82,9,0,2,1042
"G4600970","2000","2","4","South Dakota","46","Miner","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Miner County",0,0,0,0,0,0,0,0,2,0,5,0,7,0,2,0,0,0,0,22,0,81,109,0,178,0,2,15,41,13,1515,0,0,0,2,0,0,264,0,11,0,0,13,0,0,0,0,526,1,25,0,2,18,5,28,16,3,0,0,0,0,3,153,5,0,0,154,15,0,0,69
"G4600990","2000","2","4","South Dakota","46","Minnehaha","099",,,,,,,,,,,,,"7760","9999","9999",,,,,,,,"Minnehaha County",0,0,10,0,511,34,15,41,193,3,450,0,229,10,81,0,0,68,0,1988,284,4655,10107,9,9615,20,678,399,4633,887,61732,0,216,0,158,47,65,17305,0,1515,66,45,411,6,0,0,94,28954,61,2280,28,43,1019,695,1460,1381,42,6,69,41,0,1237,7356,469,35,424,5060,713,30,641,9561
"G4601010","2000","2","4","South Dakota","46","Moody","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Moody County",0,0,0,0,0,0,0,0,6,0,26,0,2,0,2,0,0,0,0,55,0,297,291,0,406,0,11,6,205,22,2687,0,0,0,4,0,0,623,0,53,17,0,40,0,0,0,0,1466,8,74,16,0,16,23,32,97,0,0,0,0,0,7,229,13,0,0,220,34,0,7,988
"G4601030","2000","2","4","South Dakota","46","Pennington","103",,,,,,,,,,,,,"6660","9999","9999",,,,,,,,"Pennington County",0,0,0,7,146,0,0,26,219,4,120,13,282,0,116,0,10,59,0,1432,214,1673,2881,1,8756,0,457,317,3303,656,31329,5,93,0,143,21,2,12182,0,1872,48,85,57,7,6,49,106,9775,97,1378,94,91,1096,525,1262,1307,13,28,27,8,0,136,3161,355,8,67,4238,595,34,134,12771
"G4601050","2000","2","4","South Dakota","46","Perkins","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Perkins County",0,0,0,0,0,0,0,2,9,0,2,0,0,0,9,0,2,4,0,25,8,34,101,0,292,0,12,5,49,14,1462,2,0,0,11,2,0,308,0,24,0,0,7,0,0,0,0,720,0,26,0,0,97,28,45,22,0,0,1,0,0,0,195,21,0,6,191,21,2,4,78
"G4601070","2000","2","4","South Dakota","46","Potter","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Potter County",0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,0,2,0,22,4,32,62,0,161,0,9,8,74,12,1431,0,4,0,9,0,0,264,0,10,0,0,7,0,0,0,0,211,0,49,0,0,75,9,27,15,0,7,0,0,0,0,44,14,0,5,128,12,0,0,40
"G4601090","2000","2","4","South Dakota","46","Roberts","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Roberts County",2,0,0,0,28,3,0,0,19,0,9,0,3,0,0,0,0,0,0,174,10,233,144,0,317,0,20,3,180,10,3445,0,1,0,11,0,0,504,0,26,0,0,11,0,0,0,0,2119,0,181,0,0,14,134,85,158,0,2,0,0,0,0,507,37,0,0,157,25,2,4,2958
"G4601110","2000","2","4","South Dakota","46","Sanborn","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sanborn County",0,0,0,0,3,0,0,0,7,0,34,0,0,0,0,0,0,3,0,63,18,33,88,2,197,0,0,0,71,13,1144,0,0,0,4,2,0,259,0,6,0,0,3,0,0,0,0,498,3,36,2,0,2,9,42,20,0,5,0,0,0,3,71,45,0,2,195,6,0,0,85
"G4601130","2000","2","4","South Dakota","46","Shannon","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shannon County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,33,0,19,0,22,15,261,0,0,0,0,0,0,44,0,14,0,0,0,0,0,0,0,16,0,0,0,0,0,0,8,16,0,0,8,0,0,0,52,0,0,0,9,0,0,0,10073
"G4601150","2000","2","4","South Dakota","46","Spink","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Spink County",0,0,0,0,0,3,0,0,22,0,12,2,0,0,0,0,0,0,0,58,3,170,225,0,703,0,19,14,240,85,3509,5,0,0,4,0,0,676,0,46,0,0,9,0,0,0,14,681,38,52,0,0,92,47,60,48,0,3,0,0,0,2,372,103,0,14,404,36,0,13,221
"G4601170","2000","2","4","South Dakota","46","Stanley","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stanley County",0,0,0,0,2,0,0,0,9,0,4,0,5,0,0,0,0,0,0,83,0,73,85,0,342,0,8,4,99,11,1142,0,0,0,7,0,0,495,0,27,0,2,0,0,0,0,0,324,2,18,0,0,25,0,57,44,0,4,0,0,0,0,114,14,0,0,126,8,0,0,245
"G4601190","2000","2","4","South Dakota","46","Sully","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sully County",0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,35,7,25,34,0,175,0,10,4,72,10,677,0,0,0,4,0,0,193,0,7,2,0,3,0,0,0,0,128,4,25,0,1,18,5,14,18,2,0,0,0,0,0,60,16,0,3,74,15,0,0,35
"G4601210","2000","2","4","South Dakota","46","Todd","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Todd County",0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,41,0,5,58,0,134,0,41,0,108,4,476,0,0,0,0,0,24,233,0,11,0,0,0,0,0,0,0,83,0,16,0,0,6,11,3,18,0,0,0,0,0,0,28,0,3,0,9,0,0,0,7741
"G4601230","2000","2","4","South Dakota","46","Tripp","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tripp County",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,545,62,190,130,19,509,0,0,0,118,23,2651,0,0,0,0,0,0,756,0,21,0,0,17,0,0,0,0,362,0,29,5,0,60,46,58,32,0,0,0,0,0,0,235,11,0,9,409,52,0,0,860
"G4601250","2000","2","4","South Dakota","46","Turner","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Turner County",0,0,0,0,20,0,0,4,18,0,19,0,18,0,14,0,0,11,0,105,28,1090,572,0,409,0,32,21,131,32,4294,2,10,0,4,0,0,589,0,67,2,0,2,0,0,0,0,1542,4,115,0,0,65,38,68,66,0,2,4,0,0,1,316,52,0,2,298,22,2,2,120
"G4601270","2000","2","4","South Dakota","46","Union","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Union County",0,0,0,0,49,4,0,0,27,0,7,0,9,0,4,0,0,0,0,201,22,420,711,0,966,0,102,3,808,246,4256,4,19,0,3,0,12,1699,0,153,0,20,29,0,0,2,8,1975,25,165,0,11,66,120,163,136,0,0,10,0,0,0,1040,40,0,0,606,57,1,5,712
"G4601290","2000","2","4","South Dakota","46","Walworth","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Walworth County",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,8,0,33,15,34,192,0,198,0,7,12,177,27,3076,12,0,0,59,11,0,383,0,30,0,0,5,0,0,0,6,596,13,70,0,0,354,26,32,7,0,0,0,0,0,0,144,13,0,3,189,16,0,0,729
"G4601350","2000","2","4","South Dakota","46","Yankton","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yankton County",0,0,0,0,51,7,0,1,40,0,23,0,42,0,15,0,0,0,0,1542,259,1419,702,0,1160,0,26,50,432,86,9462,0,27,0,0,0,6,2252,0,267,0,18,43,0,0,0,0,3107,7,362,21,7,166,97,152,228,0,7,6,10,0,56,730,87,0,10,1017,48,10,21,1237
"G4601370","2000","2","4","South Dakota","46","Ziebach","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ziebach County",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,9,7,0,59,0,0,0,17,0,252,0,0,0,2,0,0,105,0,2,0,0,2,0,0,2,0,192,0,3,0,0,2,11,8,7,0,0,0,0,0,0,8,0,0,0,60,7,0,0,1795
"G4700010","2000","3","6","Tennessee","47","Anderson","001",,,,,,,,,,,,,"3840","9999","9999",,,,,,,,"Anderson County",12,0,42,0,107,0,0,10,183,0,36,10,445,0,93,0,8,40,0,47,70,111,1406,34,8126,6,926,7,1143,163,6959,0,59,0,155,0,52,7604,0,850,20,51,0,0,7,0,65,396,45,607,25,16,177,60,2387,1822,6,12,49,8,0,169,443,138,33,31,13430,434,22,0,8967
"G4700030","2000","3","6","Tennessee","47","Bedford","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bedford County",0,0,0,0,63,0,0,7,10,0,0,0,137,0,87,0,8,7,0,26,0,6,378,0,3088,0,288,0,862,107,2377,0,0,0,30,0,0,3203,0,443,0,0,0,0,0,0,0,79,0,275,46,46,39,43,709,497,0,0,0,0,0,61,120,57,0,14,9849,116,24,27,7679
"G4700050","2000","3","6","Tennessee","47","Benton","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Benton County",0,0,0,0,0,0,0,0,6,0,0,0,26,0,6,0,0,6,0,35,0,0,148,0,1339,0,65,0,207,69,1041,0,6,0,26,0,0,1577,0,226,0,21,0,0,0,0,0,33,5,165,14,3,1,0,203,217,0,6,0,0,0,18,58,0,0,0,4882,36,17,0,1555
"G4700070","2000","3","6","Tennessee","47","Bledsoe","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bledsoe County",0,0,0,0,0,0,0,0,7,2,0,0,20,0,0,0,0,0,0,0,0,14,128,0,1285,0,84,0,159,23,688,0,0,0,7,0,0,732,0,111,0,5,0,0,0,0,0,15,5,36,0,0,21,0,206,177,0,0,6,0,0,13,156,22,0,0,3523,20,35,0,1401
"G4700090","2000","3","6","Tennessee","47","Blount","009",,,,,,,,,,,,,"3840","9999","9999",,,,,,,,"Blount County",31,0,0,0,130,7,7,0,31,3,59,26,546,0,74,0,51,3,0,137,73,117,2481,11,11590,0,533,25,2056,292,11893,0,114,0,116,9,18,12046,0,1329,0,76,23,12,19,0,43,432,10,907,112,34,143,131,4821,2772,55,70,64,27,0,297,402,176,18,21,18993,782,119,44,12253
"G4700110","2000","3","6","Tennessee","47","Bradley","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bradley County",28,0,0,0,62,23,0,16,53,0,27,37,328,20,87,0,40,0,8,117,20,113,1498,9,8400,6,525,26,1383,301,7958,0,124,12,104,0,48,9849,0,1444,0,65,19,0,0,0,0,346,35,639,40,11,226,60,1976,1397,0,0,57,10,0,198,540,39,7,150,18806,351,191,25,13607
"G4700130","2000","3","6","Tennessee","47","Campbell","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Campbell County",0,0,0,0,40,7,0,0,10,0,10,0,56,0,16,0,7,0,0,7,27,6,598,0,4036,0,19,72,326,65,2387,0,71,0,27,0,0,3736,0,432,0,17,0,0,0,0,0,60,12,170,0,8,35,0,703,510,0,7,5,0,0,0,149,10,19,13,8888,169,13,0,3471
"G4700150","2000","3","6","Tennessee","47","Cannon","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cannon County",0,22,0,0,0,0,0,0,4,0,0,0,8,0,10,0,0,0,0,13,0,7,144,0,1174,0,107,6,242,31,808,0,15,0,41,0,0,1289,0,341,0,0,0,0,0,0,9,87,0,82,6,0,35,0,371,193,0,0,0,0,0,11,14,6,0,5,3047,32,6,0,1051
"G4700170","2000","3","6","Tennessee","47","Carroll","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",2,0,0,0,0,9,0,0,0,0,6,0,33,0,73,0,8,0,0,16,8,52,368,0,2673,0,127,46,434,83,1796,0,50,0,39,0,0,2893,0,470,0,0,0,0,0,0,0,66,10,101,2,26,19,2,590,375,6,18,9,0,0,128,67,17,0,0,6910,96,10,0,4657
"G4700190","2000","3","6","Tennessee","47","Carter","019",,,,,,,,,,,,,"3660","9999","9999",,,,,,,,"Carter County",0,0,0,15,28,0,0,3,64,0,5,8,180,0,30,0,15,10,0,8,5,46,985,22,4570,9,168,30,779,110,4968,0,28,0,94,0,0,4612,0,483,8,0,0,15,6,0,15,155,12,253,16,0,72,57,1546,1326,0,14,8,0,0,24,196,39,0,9,14084,182,21,0,5569
"G4700210","2000","3","6","Tennessee","47","Cheatham","021",,,,,,,,,,,,,"5360","9999","9999",,,,,,,,"Cheatham County",41,0,0,0,13,0,0,0,47,0,13,0,109,0,47,0,0,0,0,38,3,27,451,0,3330,0,531,10,725,120,3064,0,62,0,31,10,0,3609,0,629,0,8,0,0,0,0,0,123,0,376,4,16,61,46,854,667,0,0,49,0,0,30,326,39,0,21,8254,133,4,2,4144
"G4700230","2000","3","6","Tennessee","47","Chester","023",,,,,,,,,,,,,"3580","9999","9999",,,,,,,,"Chester County",0,0,0,0,0,0,0,0,8,0,0,0,23,0,4,0,1,0,0,17,0,0,108,0,1127,0,50,0,205,0,1154,0,0,0,9,0,0,1709,0,202,19,5,0,0,0,0,0,7,0,125,10,0,19,0,197,261,10,0,0,0,0,22,19,4,0,0,3325,140,0,0,2646
"G4700250","2000","3","6","Tennessee","47","Claiborne","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Claiborne County",0,0,0,0,16,8,0,0,9,0,6,0,56,0,10,0,0,0,0,0,1,4,442,0,2334,0,123,8,327,38,1470,0,19,0,8,0,0,2617,0,341,0,5,0,0,0,0,0,22,0,221,0,0,27,19,425,246,0,0,7,0,0,34,75,13,0,6,7462,103,0,9,2491
"G4700270","2000","3","6","Tennessee","47","Clay","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clay County",0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,7,27,0,428,0,11,4,83,0,252,0,0,0,0,0,0,357,0,28,0,0,0,0,0,0,0,7,6,13,0,0,0,0,119,49,0,0,0,0,0,0,36,0,0,0,3141,11,0,9,746
"G4700290","2000","3","6","Tennessee","47","Cocke","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cocke County",0,0,0,0,32,0,0,6,7,0,24,0,78,0,44,0,0,10,0,15,17,42,607,2,3529,0,76,11,555,78,2527,0,17,0,7,0,0,3337,0,184,0,30,0,0,0,0,0,62,7,210,7,0,28,20,586,480,0,0,6,0,0,90,54,2,0,28,8101,82,0,0,3490
"G4700310","2000","3","6","Tennessee","47","Coffee","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Coffee County",0,0,0,0,17,0,0,0,32,0,5,0,193,0,49,0,0,19,0,52,5,164,850,0,4819,0,334,31,715,143,4539,0,57,0,29,0,67,5075,0,544,0,0,0,0,0,0,0,98,12,280,13,8,79,13,1046,811,0,0,7,17,0,90,250,101,0,47,11099,156,17,0,6237
